# Aozora gaiji notation → Unicode mapping (JIS X 0213:2004)
# Source : https://x0213.org/codetable/jisx0213-2004-std.txt
# License: free use/modify/distribute (Project X0213, 2009)
# Format : plane-row-cell<TAB>character<TAB>U+XXXX[+XXXX]
#   plane=1 → Aozora 第3水準1-X-Y
#   plane=2 → Aozora 第4水準2-X-Y
1-1-1	　	3000
1-70-34	翅	7FC5
1-70-35	翆	7FC6
1-70-36	翊	7FCA
1-70-37	翕	7FD5
1-70-38	翔	7FD4
1-70-39	翡	7FE1
1-70-40	翦	7FE6
1-70-41	翩	7FE9
1-70-42	翳	7FF3
1-70-43	翹	7FF9
1-70-44	飜	98DC
1-70-45	耆	8006
1-70-46	耄	8004
1-70-47	耋	800B
1-70-48	耒	8012
1-70-49	耘	8018
1-70-50	耙	8019
1-70-51	耜	801C
1-70-52	耡	8021
1-70-53	耨	8028
1-70-54	耿	803F
1-70-55	耻	803B
1-70-56	聊	804A
1-70-57	聆	8046
1-70-58	聒	8052
1-70-59	聘	8058
1-70-60	聚	805A
1-70-61	聟	805F
1-70-62	聢	8062
1-70-63	聨	8068
1-70-64	聳	8073
1-70-65	聲	8072
1-70-66	聰	8070
1-70-67	聶	8076
1-70-68	聹	8079
1-70-69	聽	807D
1-70-70	聿	807F
1-70-71	肄	8084
1-70-72	肆	8086
1-70-73	肅	8085
1-70-74	肛	809B
1-70-75	肓	8093
1-70-76	肚	809A
1-70-77	肭	80AD
1-70-78	冐	5190
1-70-79	肬	80AC
1-70-80	胛	80DB
1-70-81	胥	80E5
1-70-82	胙	80D9
1-70-83	胝	80DD
1-70-84	胄	80C4
1-70-85	胚	80DA
1-70-86	胖	80D6
1-70-87	脉	8109
1-70-88	胯	80EF
1-70-89	胱	80F1
1-70-90	脛	811B
1-70-91	脩	8129
1-70-92	脣	8123
1-70-93	脯	812F
1-70-94	腋	814B
1-71-1	隋	968B
1-71-2	腆	8146
1-71-3	脾	813E
1-71-4	腓	8153
1-71-5	腑	8151
1-71-6	胼	80FC
1-71-7	腱	8171
1-71-8	腮	816E
1-71-9	腥	8165
1-71-10	腦	8166
1-71-11	腴	8174
1-71-12	膃	8183
1-71-13	膈	8188
1-71-14	膊	818A
1-71-15	膀	8180
1-71-16	膂	8182
1-71-17	膠	81A0
1-71-18	膕	8195
1-71-19	膤	81A4
1-71-20	膣	81A3
1-71-21	腟	815F
1-71-22	膓	8193
1-71-23	膩	81A9
1-71-24	膰	81B0
1-71-25	膵	81B5
1-71-26	膾	81BE
1-71-27	膸	81B8
1-71-28	膽	81BD
1-71-29	臀	81C0
1-71-30	臂	81C2
1-71-31	膺	81BA
1-71-32	臉	81C9
1-71-33	臍	81CD
1-71-34	臑	81D1
1-71-35	臙	81D9
1-71-36	臘	81D8
1-71-37	臈	81C8
1-71-38	臚	81DA
1-71-39	臟	81DF
1-71-40	臠	81E0
1-71-41	臧	81E7
1-71-42	臺	81FA
1-71-43	臻	81FB
1-71-44	臾	81FE
1-71-45	舁	8201
1-71-46	舂	8202
1-71-47	舅	8205
1-71-48	與	8207
1-71-49	舊	820A
1-71-50	舍	820D
1-71-51	舐	8210
1-71-52	舖	8216
1-71-53	舩	8229
1-71-54	舫	822B
1-71-55	舸	8238
1-71-56	舳	8233
1-71-57	艀	8240
1-71-58	艙	8259
1-71-59	艘	8258
1-71-60	艝	825D
1-71-61	艚	825A
1-71-62	艟	825F
1-71-63	艤	8264
1-71-64	艢	8262
1-71-65	艨	8268
1-71-66	艪	826A
1-71-67	艫	826B
1-71-68	舮	822E
1-71-69	艱	8271
1-71-70	艷	8277
1-71-71	艸	8278
1-71-72	艾	827E
1-71-73	芍	828D
1-71-74	芒	8292
1-71-75	芫	82AB
1-71-76	芟	829F
1-71-77	芻	82BB
1-71-78	芬	82AC
1-71-79	苡	82E1
1-71-80	苣	82E3
1-71-81	苟	82DF
1-71-82	苒	82D2
1-71-83	苴	82F4
1-71-84	苳	82F3
1-71-85	苺	82FA
1-71-86	莓	8393
1-71-87	范	8303
1-71-88	苻	82FB
1-71-89	苹	82F9
1-71-90	苞	82DE
1-71-91	茆	8306
1-71-92	苜	82DC
1-71-93	茉	8309
1-71-94	苙	82D9
1-72-1	茵	8335
1-72-2	茴	8334
1-72-3	茖	8316
1-72-4	茲	8332
1-72-5	茱	8331
1-72-6	荀	8340
1-72-7	茹	8339
1-72-8	荐	8350
1-72-9	荅	8345
1-72-10	茯	832F
1-72-11	茫	832B
1-72-12	茗	8317
1-72-13	茘	8318
1-72-14	莅	8385
1-72-15	莚	839A
1-72-16	莪	83AA
1-72-17	莟	839F
1-72-18	莢	83A2
1-72-19	莖	8396
1-72-20	茣	8323
1-72-21	莎	838E
1-72-22	莇	8387
1-72-23	莊	838A
1-72-24	荼	837C
1-72-25	莵	83B5
1-72-26	荳	8373
1-72-27	荵	8375
1-72-28	莠	83A0
1-72-29	莉	8389
1-72-30	莨	83A8
1-72-31	菴	83F4
1-72-32	萓	8413
1-72-33	菫	83EB
1-72-34	菎	83CE
1-72-35	菽	83FD
1-72-36	萃	8403
1-72-37	菘	83D8
1-72-38	萋	840B
1-72-39	菁	83C1
1-72-40	菷	83F7
1-72-41	萇	8407
1-72-42	菠	83E0
1-72-43	菲	83F2
1-72-44	萍	840D
1-72-45	萢	8422
1-72-46	萠	8420
1-72-47	莽	83BD
1-72-48	萸	8438
1-72-49	蔆	8506
1-72-50	菻	83FB
1-72-51	葭	846D
1-72-52	萪	842A
1-72-53	萼	843C
1-72-54	蕚	855A
1-72-55	蒄	8484
1-72-56	葷	8477
1-72-57	葫	846B
1-72-58	蒭	84AD
1-72-59	葮	846E
1-72-60	蒂	8482
1-72-61	葩	8469
1-72-62	葆	8446
1-72-63	萬	842C
1-72-64	葯	846F
1-72-65	葹	8479
1-72-66	萵	8435
1-72-67	蓊	84CA
1-72-68	葢	8462
1-72-69	蒹	84B9
1-72-70	蒿	84BF
1-72-71	蒟	849F
1-72-72	蓙	84D9
1-72-73	蓍	84CD
1-72-74	蒻	84BB
1-72-75	蓚	84DA
1-72-76	蓐	84D0
1-72-77	蓁	84C1
1-72-78	蓆	84C6
1-72-79	蓖	84D6
1-72-80	蒡	84A1
1-72-81	蔡	8521
1-72-82	蓿	84FF
1-72-83	蓴	84F4
1-72-84	蔗	8517
1-72-85	蔘	8518
1-72-86	蔬	852C
1-72-87	蔟	851F
1-72-88	蔕	8515
1-72-89	蔔	8514
1-72-90	蓼	84FC
1-72-91	蕀	8540
1-72-92	蕣	8563
1-72-93	蕘	8558
1-72-94	蕈	8548
1-73-1	蕁	8541
1-73-2	蘂	8602
1-73-3	蕋	854B
1-73-4	蕕	8555
1-73-5	薀	8580
1-73-6	薤	85A4
1-73-7	薈	8588
1-73-8	薑	8591
1-73-9	薊	858A
1-73-10	薨	85A8
1-73-11	蕭	856D
1-73-12	薔	8594
1-73-13	薛	859B
1-73-14	藪	85EA
1-73-15	薇	8587
1-73-16	薜	859C
1-73-17	蕷	8577
1-73-18	蕾	857E
1-73-19	薐	8590
1-73-20	藉	85C9
1-73-21	薺	85BA
1-73-22	藏	85CF
1-73-23	薹	85B9
1-73-24	藐	85D0
1-73-25	藕	85D5
1-73-26	藝	85DD
1-73-27	藥	85E5
1-73-28	藜	85DC
1-73-29	藹	85F9
1-73-30	蘊	860A
1-73-31	蘓	8613
1-73-32	蘋	860B
1-73-33	藾	85FE
1-73-34	藺	85FA
1-73-35	蘆	8606
1-73-36	蘢	8622
1-73-37	蘚	861A
1-73-38	蘰	8630
1-73-39	蘿	863F
1-73-40	虍	864D
1-73-41	乕	4E55
1-73-42	虔	8654
1-73-43	號	865F
1-73-44	虧	8667
1-73-45	虱	8671
1-73-46	蚓	8693
1-73-47	蚣	86A3
1-73-48	蚩	86A9
1-73-49	蚪	86AA
1-73-50	蚋	868B
1-73-51	蚌	868C
1-73-52	蚶	86B6
1-73-53	蚯	86AF
1-73-54	蛄	86C4
1-73-55	蛆	86C6
1-73-56	蚰	86B0
1-73-57	蛉	86C9
1-73-58	蠣	8823
1-73-59	蚫	86AB
1-73-60	蛔	86D4
1-73-61	蛞	86DE
1-73-62	蛩	86E9
1-73-63	蛬	86EC
1-73-64	蛟	86DF
1-73-65	蛛	86DB
1-73-66	蛯	86EF
1-73-67	蜒	8712
1-73-68	蜆	8706
1-73-69	蜈	8708
1-73-70	蜀	8700
1-73-71	蜃	8703
1-73-72	蛻	86FB
1-73-73	蜑	8711
1-73-74	蜉	8709
1-73-75	蜍	870D
1-73-76	蛹	86F9
1-73-77	蜊	870A
1-73-78	蜴	8734
1-73-79	蜿	873F
1-73-80	蜷	8737
1-73-81	蜻	873B
1-73-82	蜥	8725
1-73-83	蜩	8729
1-73-84	蜚	871A
1-73-85	蝠	8760
1-73-86	蝟	875F
1-73-87	蝸	8778
1-73-88	蝌	874C
1-73-89	蝎	874E
1-73-90	蝴	8774
1-73-91	蝗	8757
1-73-92	蝨	8768
1-73-93	蝮	876E
1-73-94	蝙	8759
1-74-1	蝓	8753
1-74-2	蝣	8763
1-74-3	蝪	876A
1-74-4	蠅	8805
1-74-5	螢	87A2
1-74-6	螟	879F
1-74-7	螂	8782
1-74-8	螯	87AF
1-74-9	蟋	87CB
1-74-10	螽	87BD
1-74-11	蟀	87C0
1-74-12	蟐	87D0
1-74-13	雖	96D6
1-74-14	螫	87AB
1-74-15	蟄	87C4
1-74-16	螳	87B3
1-74-17	蟇	87C7
1-74-18	蟆	87C6
1-74-19	螻	87BB
1-74-20	蟯	87EF
1-74-21	蟲	87F2
1-74-22	蟠	87E0
1-74-23	蠏	880F
1-74-24	蠍	880D
1-74-25	蟾	87FE
1-74-26	蟶	87F6
1-74-27	蟷	87F7
1-74-28	蠎	880E
1-74-29	蟒	87D2
1-74-30	蠑	8811
1-74-31	蠖	8816
1-74-32	蠕	8815
1-74-33	蠢	8822
1-74-34	蠡	8821
1-74-35	蠱	8831
1-74-36	蠶	8836
1-74-37	蠹	8839
1-74-38	蠧	8827
1-74-39	蠻	883B
1-74-40	衄	8844
1-74-41	衂	8842
1-74-42	衒	8852
1-74-43	衙	8859
1-74-44	衞	885E
1-74-45	衢	8862
1-74-46	衫	886B
1-74-47	袁	8881
1-74-48	衾	887E
1-74-49	袞	889E
1-74-50	衵	8875
1-74-51	衽	887D
1-74-52	袵	88B5
1-74-53	衲	8872
1-74-54	袂	8882
1-74-55	袗	8897
1-74-56	袒	8892
1-74-57	袮	88AE
1-74-58	袙	8899
1-74-59	袢	88A2
1-74-60	袍	888D
1-74-61	袤	88A4
1-74-62	袰	88B0
1-74-63	袿	88BF
1-74-64	袱	88B1
1-74-65	裃	88C3
1-74-66	裄	88C4
1-74-67	裔	88D4
1-74-68	裘	88D8
1-74-69	裙	88D9
1-74-70	裝	88DD
1-74-71	裹	88F9
1-74-72	褂	8902
1-74-73	裼	88FC
1-74-74	裴	88F4
1-74-75	裨	88E8
1-74-76	裲	88F2
1-74-77	褄	8904
1-74-78	褌	890C
1-74-79	褊	890A
1-74-80	褓	8913
1-74-81	襃	8943
1-74-82	褞	891E
1-74-83	褥	8925
1-74-84	褪	892A
1-74-85	褫	892B
1-74-86	襁	8941
1-74-87	襄	8944
1-74-88	褻	893B
1-74-89	褶	8936
1-74-90	褸	8938
1-74-91	襌	894C
1-74-92	褝	891D
1-74-93	襠	8960
1-74-94	襞	895E
1-75-1	襦	8966
1-75-2	襤	8964
1-75-3	襭	896D
1-75-4	襪	896A
1-75-5	襯	896F
1-75-6	襴	8974
1-75-7	襷	8977
1-75-8	襾	897E
1-75-9	覃	8983
1-75-10	覈	8988
1-75-11	覊	898A
1-75-12	覓	8993
1-75-13	覘	8998
1-75-14	覡	89A1
1-75-15	覩	89A9
1-75-16	覦	89A6
1-75-17	覬	89AC
1-75-18	覯	89AF
1-75-19	覲	89B2
1-75-20	覺	89BA
1-75-21	覽	89BD
1-75-22	覿	89BF
1-75-23	觀	89C0
1-75-24	觚	89DA
1-75-25	觜	89DC
1-75-26	觝	89DD
1-75-27	觧	89E7
1-75-28	觴	89F4
1-75-29	觸	89F8
1-75-30	訃	8A03
1-75-31	訖	8A16
1-75-32	訐	8A10
1-75-33	訌	8A0C
1-75-34	訛	8A1B
1-75-35	訝	8A1D
1-75-36	訥	8A25
1-75-37	訶	8A36
1-75-38	詁	8A41
1-75-39	詛	8A5B
1-75-40	詒	8A52
1-75-41	詆	8A46
1-75-42	詈	8A48
1-75-43	詼	8A7C
1-75-44	詭	8A6D
1-75-45	詬	8A6C
1-75-46	詢	8A62
1-75-47	誅	8A85
1-75-48	誂	8A82
1-75-49	誄	8A84
1-75-50	誨	8AA8
1-75-51	誡	8AA1
1-75-52	誑	8A91
1-75-53	誥	8AA5
1-75-54	誦	8AA6
1-75-55	誚	8A9A
1-75-56	誣	8AA3
1-75-57	諄	8AC4
1-75-58	諍	8ACD
1-75-59	諂	8AC2
1-75-60	諚	8ADA
1-75-61	諫	8AEB
1-75-62	諳	8AF3
1-75-63	諧	8AE7
1-75-64	諤	8AE4
1-75-65	諱	8AF1
1-75-66	謔	8B14
1-75-67	諠	8AE0
1-75-68	諢	8AE2
1-75-69	諷	8AF7
1-75-70	諞	8ADE
1-75-71	諛	8ADB
1-75-72	謌	8B0C
1-75-73	謇	8B07
1-75-74	謚	8B1A
1-75-75	諡	8AE1
1-75-76	謖	8B16
1-75-77	謐	8B10
1-75-78	謗	8B17
1-75-79	謠	8B20
1-75-80	謳	8B33
1-75-81	鞫	97AB
1-75-82	謦	8B26
1-75-83	謫	8B2B
1-75-84	謾	8B3E
1-75-85	謨	8B28
1-75-86	譁	8B41
1-75-87	譌	8B4C
1-75-88	譏	8B4F
1-75-89	譎	8B4E
1-75-90	證	8B49
1-75-91	譖	8B56
1-75-92	譛	8B5B
1-75-93	譚	8B5A
1-75-94	譫	8B6B
1-76-1	譟	8B5F
1-76-2	譬	8B6C
1-76-3	譯	8B6F
1-76-4	譴	8B74
1-76-5	譽	8B7D
1-76-6	讀	8B80
1-76-7	讌	8B8C
1-76-8	讎	8B8E
1-76-9	讒	8B92
1-76-10	讓	8B93
1-76-11	讖	8B96
1-76-12	讙	8B99
1-76-13	讚	8B9A
1-76-14	谺	8C3A
1-76-15	豁	8C41
1-76-16	谿	8C3F
1-76-17	豈	8C48
1-76-18	豌	8C4C
1-76-19	豎	8C4E
1-76-20	豐	8C50
1-76-21	豕	8C55
1-76-22	豢	8C62
1-76-23	豬	8C6C
1-76-24	豸	8C78
1-76-25	豺	8C7A
1-76-26	貂	8C82
1-76-27	貉	8C89
1-76-28	貅	8C85
1-76-29	貊	8C8A
1-76-30	貍	8C8D
1-76-31	貎	8C8E
1-76-32	貔	8C94
1-76-33	豼	8C7C
1-76-34	貘	8C98
1-76-35	戝	621D
1-76-36	貭	8CAD
1-76-37	貪	8CAA
1-76-38	貽	8CBD
1-76-39	貲	8CB2
1-76-40	貳	8CB3
1-76-41	貮	8CAE
1-76-42	貶	8CB6
1-76-43	賈	8CC8
1-76-44	賁	8CC1
1-76-45	賤	8CE4
1-76-46	賣	8CE3
1-76-47	賚	8CDA
1-76-48	賽	8CFD
1-76-49	賺	8CFA
1-76-50	賻	8CFB
1-76-51	贄	8D04
1-76-52	贅	8D05
1-76-53	贊	8D0A
1-76-54	贇	8D07
1-76-55	贏	8D0F
1-76-56	贍	8D0D
1-76-57	贐	8D10
1-76-58	齎	9F4E
1-76-59	贓	8D13
1-76-60	賍	8CCD
1-76-61	贔	8D14
1-76-62	贖	8D16
1-76-63	赧	8D67
1-76-64	赭	8D6D
1-76-65	赱	8D71
1-76-66	赳	8D73
1-76-67	趁	8D81
1-76-68	趙	8D99
1-76-69	跂	8DC2
1-76-70	趾	8DBE
1-76-71	趺	8DBA
1-76-72	跏	8DCF
1-76-73	跚	8DDA
1-76-74	跖	8DD6
1-76-75	跌	8DCC
1-76-76	跛	8DDB
1-76-77	跋	8DCB
1-76-78	跪	8DEA
1-76-79	跫	8DEB
1-76-80	跟	8DDF
1-76-81	跣	8DE3
1-76-82	跼	8DFC
1-76-83	踈	8E08
1-76-84	踉	8E09
1-76-85	跿	8DFF
1-76-86	踝	8E1D
1-76-87	踞	8E1E
1-76-88	踐	8E10
1-76-89	踟	8E1F
1-76-90	蹂	8E42
1-76-91	踵	8E35
1-76-92	踰	8E30
1-76-93	踴	8E34
1-76-94	蹊	8E4A
1-77-1	蹇	8E47
1-77-2	蹉	8E49
1-77-3	蹌	8E4C
1-77-4	蹐	8E50
1-77-5	蹈	8E48
1-77-6	蹙	8E59
1-77-7	蹤	8E64
1-77-8	蹠	8E60
1-77-9	踪	8E2A
1-77-10	蹣	8E63
1-77-11	蹕	8E55
1-77-12	蹶	8E76
1-77-13	蹲	8E72
1-77-14	蹼	8E7C
1-77-15	躁	8E81
1-77-16	躇	8E87
1-77-17	躅	8E85
1-77-18	躄	8E84
1-77-19	躋	8E8B
1-77-20	躊	8E8A
1-77-21	躓	8E93
1-77-22	躑	8E91
1-77-23	躔	8E94
1-77-24	躙	8E99
1-77-25	躪	8EAA
1-77-26	躡	8EA1
1-77-27	躬	8EAC
1-77-28	躰	8EB0
1-77-29	軆	8EC6
1-77-30	躱	8EB1
1-77-31	躾	8EBE
1-77-32	軅	8EC5
1-77-33	軈	8EC8
1-77-34	軋	8ECB
1-77-35	軛	8EDB
1-77-36	軣	8EE3
1-77-37	軼	8EFC
1-77-38	軻	8EFB
1-77-39	軫	8EEB
1-77-40	軾	8EFE
1-77-41	輊	8F0A
1-77-42	輅	8F05
1-77-43	輕	8F15
1-77-44	輒	8F12
1-77-45	輙	8F19
1-77-46	輓	8F13
1-77-47	輜	8F1C
1-77-48	輟	8F1F
1-77-49	輛	8F1B
1-77-50	輌	8F0C
1-77-51	輦	8F26
1-77-52	輳	8F33
1-77-53	輻	8F3B
1-77-54	輹	8F39
1-77-55	轅	8F45
1-77-56	轂	8F42
1-77-57	輾	8F3E
1-77-58	轌	8F4C
1-77-59	轉	8F49
1-77-60	轆	8F46
1-77-61	轎	8F4E
1-77-62	轗	8F57
1-77-63	轜	8F5C
1-77-64	轢	8F62
1-77-65	轣	8F63
1-77-66	轤	8F64
1-77-67	辜	8F9C
1-77-68	辟	8F9F
1-77-69	辣	8FA3
1-77-70	辭	8FAD
1-77-71	辯	8FAF
1-77-72	辷	8FB7
1-77-73	迚	8FDA
1-77-74	迥	8FE5
1-77-75	迢	8FE2
1-77-76	迪	8FEA
1-77-77	迯	8FEF
1-77-78	邇	9087
1-77-79	迴	8FF4
1-77-80	逅	9005
1-77-81	迹	8FF9
1-77-82	迺	8FFA
1-77-83	逑	9011
1-77-84	逕	9015
1-77-85	逡	9021
1-77-86	逍	900D
1-77-87	逞	901E
1-77-88	逖	9016
1-77-89	逋	900B
1-77-90	逧	9027
1-77-91	逶	9036
1-77-92	逵	9035
1-77-93	逹	9039
1-77-94	迸	8FF8
1-78-1	遏	904F
1-78-2	遐	9050
1-78-3	遑	9051
1-78-4	遒	9052
1-78-5	逎	900E
1-78-6	遉	9049
1-78-7	逾	903E
1-78-8	遖	9056
1-78-9	遘	9058
1-78-10	遞	905E
1-78-11	遨	9068
1-78-12	遯	906F
1-78-13	遶	9076
1-78-14	隨	96A8
1-78-15	遲	9072
1-78-16	邂	9082
1-78-17	遽	907D
1-78-18	邁	9081
1-78-19	邀	9080
1-78-20	邊	908A
1-78-21	邉	9089
1-78-22	邏	908F
1-78-23	邨	90A8
1-78-24	邯	90AF
1-78-25	邱	90B1
1-78-26	邵	90B5
1-78-27	郢	90E2
1-78-28	郤	90E4
1-78-29	扈	6248
1-78-30	郛	90DB
1-78-31	鄂	9102
1-78-32	鄒	9112
1-78-33	鄙	9119
1-78-34	鄲	9132
1-78-35	鄰	9130
1-78-36	酊	914A
1-78-37	酖	9156
1-78-38	酘	9158
1-78-39	酣	9163
1-78-40	酥	9165
1-78-41	酩	9169
1-78-42	酳	9173
1-78-43	酲	9172
1-78-44	醋	918B
1-78-45	醉	9189
1-78-46	醂	9182
1-78-47	醢	91A2
1-78-48	醫	91AB
1-78-49	醯	91AF
1-78-50	醪	91AA
1-78-51	醵	91B5
1-78-52	醴	91B4
1-78-53	醺	91BA
1-78-54	釀	91C0
1-78-55	釁	91C1
1-78-56	釉	91C9
1-78-57	釋	91CB
1-78-58	釐	91D0
1-78-59	釖	91D6
1-78-60	釟	91DF
1-78-61	釡	91E1
1-78-62	釛	91DB
1-78-63	釼	91FC
1-78-64	釵	91F5
1-78-65	釶	91F6
1-78-66	鈞	921E
1-78-67	釿	91FF
1-78-68	鈔	9214
1-78-69	鈬	922C
1-78-70	鈕	9215
1-78-71	鈑	9211
1-78-72	鉞	925E
1-78-73	鉗	9257
1-78-74	鉅	9245
1-78-75	鉉	9249
1-78-76	鉤	9264
1-78-77	鉈	9248
1-78-78	銕	9295
1-78-79	鈿	923F
1-78-80	鉋	924B
1-78-81	鉐	9250
1-78-82	銜	929C
1-78-83	銖	9296
1-78-84	銓	9293
1-78-85	銛	929B
1-78-86	鉚	925A
1-78-87	鋏	92CF
1-78-88	銹	92B9
1-78-89	銷	92B7
1-78-90	鋩	92E9
1-78-91	錏	930F
1-78-92	鋺	92FA
1-78-93	鍄	9344
1-78-94	錮	932E
1-79-1	錙	9319
1-79-2	錢	9322
1-79-3	錚	931A
1-79-4	錣	9323
1-79-5	錺	933A
1-79-6	錵	9335
1-79-7	錻	933B
1-79-8	鍜	935C
1-79-9	鍠	9360
1-79-10	鍼	937C
1-79-11	鍮	936E
1-79-12	鍖	9356
1-79-13	鎰	93B0
1-79-14	鎬	93AC
1-79-15	鎭	93AD
1-79-16	鎔	9394
1-79-17	鎹	93B9
1-79-18	鏖	93D6
1-79-19	鏗	93D7
1-79-20	鏨	93E8
1-79-21	鏥	93E5
1-79-22	鏘	93D8
1-79-23	鏃	93C3
1-79-24	鏝	93DD
1-79-25	鏐	93D0
1-79-26	鏈	93C8
1-79-27	鏤	93E4
1-79-28	鐚	941A
1-79-29	鐔	9414
1-79-30	鐓	9413
1-79-31	鐃	9403
1-79-32	鐇	9407
1-79-33	鐐	9410
1-79-34	鐶	9436
1-79-35	鐫	942B
1-79-36	鐵	9435
1-79-37	鐡	9421
1-79-38	鐺	943A
1-79-39	鑁	9441
1-79-40	鑒	9452
1-79-41	鑄	9444
1-79-42	鑛	945B
1-79-43	鑠	9460
1-79-44	鑢	9462
1-79-45	鑞	945E
1-79-46	鑪	946A
1-79-47	鈩	9229
1-79-48	鑰	9470
1-79-49	鑵	9475
1-79-50	鑷	9477
1-79-51	鑽	947D
1-79-52	鑚	945A
1-79-53	鑼	947C
1-79-54	鑾	947E
1-79-55	钁	9481
1-79-56	鑿	947F
1-79-57	閂	9582
1-79-58	閇	9587
1-79-59	閊	958A
1-79-60	閔	9594
1-79-61	閖	9596
1-79-62	閘	9598
1-79-63	閙	9599
1-79-64	閠	95A0
1-79-65	閨	95A8
1-79-66	閧	95A7
1-79-67	閭	95AD
1-79-68	閼	95BC
1-79-69	閻	95BB
1-79-70	閹	95B9
1-79-71	閾	95BE
1-79-72	闊	95CA
1-79-73	濶	6FF6
1-79-74	闃	95C3
1-79-75	闍	95CD
1-79-76	闌	95CC
1-79-77	闕	95D5
1-79-78	闔	95D4
1-79-79	闖	95D6
1-79-80	關	95DC
1-79-81	闡	95E1
1-79-82	闥	95E5
1-79-83	闢	95E2
1-79-84	阡	9621
1-79-85	阨	9628
1-79-86	阮	962E
1-79-87	阯	962F
1-79-88	陂	9642
1-79-89	陌	964C
1-79-90	陏	964F
1-79-91	陋	964B
1-79-92	陷	9677
1-79-93	陜	965C
1-79-94	陞	965E
1-80-1	陝	965D
1-80-2	陟	965F
1-80-3	陦	9666
1-80-4	陲	9672
1-80-5	陬	966C
1-80-6	隍	968D
1-80-7	隘	9698
1-80-8	隕	9695
1-80-9	隗	9697
1-80-10	險	96AA
1-80-11	隧	96A7
1-80-12	隱	96B1
1-80-13	隲	96B2
1-80-14	隰	96B0
1-80-15	隴	96B4
1-80-16	隶	96B6
1-80-17	隸	96B8
1-80-18	隹	96B9
1-80-19	雎	96CE
1-80-20	雋	96CB
1-80-21	雉	96C9
1-80-22	雍	96CD
1-80-23	襍	894D
1-80-24	雜	96DC
1-80-25	霍	970D
1-80-26	雕	96D5
1-80-27	雹	96F9
1-80-28	霄	9704
1-80-29	霆	9706
1-80-30	霈	9708
1-80-31	霓	9713
1-80-32	霎	970E
1-80-33	霑	9711
1-80-34	霏	970F
1-80-35	霖	9716
1-80-36	霙	9719
1-80-37	霤	9724
1-80-38	霪	972A
1-80-39	霰	9730
1-80-40	霹	9739
1-80-41	霽	973D
1-80-42	霾	973E
1-80-43	靄	9744
1-80-44	靆	9746
1-80-45	靈	9748
1-80-46	靂	9742
1-80-47	靉	9749
1-80-48	靜	975C
1-80-49	靠	9760
1-80-50	靤	9764
1-80-51	靦	9766
1-80-52	靨	9768
1-80-53	勒	52D2
1-80-54	靫	976B
1-80-55	靱	9771
1-80-56	靹	9779
1-80-57	鞅	9785
1-80-58	靼	977C
1-80-59	鞁	9781
1-80-60	靺	977A
1-80-61	鞆	9786
1-80-62	鞋	978B
1-80-63	鞏	978F
1-80-64	鞐	9790
1-80-65	鞜	979C
1-80-66	鞨	97A8
1-80-67	鞦	97A6
1-80-68	鞣	97A3
1-80-69	鞳	97B3
1-80-70	鞴	97B4
1-80-71	韃	97C3
1-80-72	韆	97C6
1-80-73	韈	97C8
1-80-74	韋	97CB
1-80-75	韜	97DC
1-80-76	韭	97ED
1-80-77	齏	9F4F
1-80-78	韲	97F2
1-80-79	竟	7ADF
1-80-80	韶	97F6
1-80-81	韵	97F5
1-80-82	頏	980F
1-80-83	頌	980C
1-80-84	頸	9838
1-80-85	頤	9824
1-80-86	頡	9821
1-80-87	頷	9837
1-80-88	頽	983D
1-80-89	顆	9846
1-80-90	顏	984F
1-80-91	顋	984B
1-80-92	顫	986B
1-80-93	顯	986F
1-80-94	顰	9870
1-81-1	顱	9871
1-81-2	顴	9874
1-81-3	顳	9873
1-81-4	颪	98AA
1-81-5	颯	98AF
1-81-6	颱	98B1
1-81-7	颶	98B6
1-81-8	飄	98C4
1-81-9	飃	98C3
1-81-10	飆	98C6
1-81-11	飩	98E9
1-81-12	飫	98EB
1-81-13	餃	9903
1-81-14	餉	9909
1-81-15	餒	9912
1-81-16	餔	9914
1-81-17	餘	9918
1-81-18	餡	9921
1-81-19	餝	991D
1-81-20	餞	991E
1-81-21	餤	9924
1-81-22	餠	9920
1-81-23	餬	992C
1-81-24	餮	992E
1-81-25	餽	993D
1-81-26	餾	993E
1-81-27	饂	9942
1-81-28	饉	9949
1-81-29	饅	9945
1-81-30	饐	9950
1-81-31	饋	994B
1-81-32	饑	9951
1-81-33	饒	9952
1-81-34	饌	994C
1-81-35	饕	9955
1-81-36	馗	9997
1-81-37	馘	9998
1-81-38	馥	99A5
1-81-39	馭	99AD
1-81-40	馮	99AE
1-81-41	馼	99BC
1-81-42	駟	99DF
1-81-43	駛	99DB
1-81-44	駝	99DD
1-81-45	駘	99D8
1-81-46	駑	99D1
1-81-47	駭	99ED
1-81-48	駮	99EE
1-81-49	駱	99F1
1-81-50	駲	99F2
1-81-51	駻	99FB
1-81-52	駸	99F8
1-81-53	騁	9A01
1-81-54	騏	9A0F
1-81-55	騅	9A05
1-81-56	駢	99E2
1-81-57	騙	9A19
1-81-58	騫	9A2B
1-81-59	騷	9A37
1-81-60	驅	9A45
1-81-61	驂	9A42
1-81-62	驀	9A40
1-81-63	驃	9A43
1-81-64	騾	9A3E
1-81-65	驕	9A55
1-81-66	驍	9A4D
1-81-67	驛	9A5B
1-81-68	驗	9A57
1-81-69	驟	9A5F
1-81-70	驢	9A62
1-81-71	驥	9A65
